time,text,post_url,target
2022-03-04 13:55:06,"Senator Lindsey Graham on Thursday said somebody in Russia should “step up to the plate” and “take this guy out,” referring to President Vladimir Putin. Graham faced swift backlash from fellow Republicans.

NYTIMES.COM
Lindsey Graham says of Putin: Someone in Russia should ‘take this guy out.’",https://facebook.com/nytimes/posts/10152884918204999,others
2022-03-04 13:40:04,"At least 57 people were killed and more than 100 wounded after an explosion tore through a Shiite mosque in Pakistan. The attack was most likely carried out by the region’s Islamic State affiliate, officials said. https://nyti.ms/3pChkO8",https://facebook.com/nytimes/posts/10152884903984999,others
2022-03-04 13:25:09,"NATO foreign ministers rejected any possibility of intervening against Russian forces in Ukraine, whether on the ground or in the air, the alliance’s secretary general said Friday.

NYTIMES.COM
NATO rejects intervening in Ukraine, including with a no-fly zone.",https://facebook.com/nytimes/posts/10152884895864999,angry
2022-03-04 13:19:28,"Breaking News: The Russian government has blocked access to Facebook inside the country. It’s the latest instance of the Kremlin’s far-reaching campaign to clamp down on dissent in the wake of the invasion of Ukraine. https://nyti.ms/3hVSMf3

NYTIMES.COM
Ukraine Live Updates: Panic Grips Some Cities as Russia Tightens Cordon",https://facebook.com/nytimes/posts/10152884893089999,angry
2022-03-04 13:00:15,"Breaking News: A U.S. appeals court ruling barred the expulsion of migrant families on public health grounds if doing so would subject them to persecution.

NYTIMES.COM
An appeals ruling bars the U.S. from expelling any endangered migrant families on public health grounds.",https://facebook.com/nytimes/posts/10152884881564999,angry
2022-03-04 12:55:04,"The president of the International Paralympic Committee denounced Russia’s invasion of Ukraine during the opening ceremony of the Beijing Games on Friday, but Chinese social media users said the state-run broadcaster CCTV censored part of the speech.

NYTIMES.COM
Paralympics President Rebukes Russia at Opening Ceremony",https://facebook.com/nytimes/posts/10152884879319999,others
2022-03-04 12:30:23,"The central train station in Kyiv unraveled into a scene of chaos on Friday as thousands of people, mostly women and children, raced to catch trains, fearing the window was closing to escape the city to the west. https://nyti.ms/35vQYGS",https://facebook.com/nytimes/posts/10152884870634999,others
2022-03-04 12:25:05,"In The New York Times Opinion Section

Judge Ketanji Brown Jackson’s nomination fulfills President Biden’s promise to appoint a Black woman to the Supreme Court, Linda Greenhouse writes. “While that’s cause for celebration, it shouldn’t obscure the other kinds of diversity she would bring to the court.”

NYTIMES.COM
Opinion | Will Ketanji Brown Jackson Change the Way Any Other Supreme Court Justice Sees the World?",https://facebook.com/nytimes/posts/10152884868979999,others
2022-03-04 12:10:05,"Princess Rita Boncompagni Ludovisi, a 72-year-old Texan, joined a decadent and dysfunctional aristocracy when she married a Roman prince. Now, in what she sees as betrayal in a noble family feud, she’s locked in a toxic inheritance battle over his estate.

NYTIMES.COM
In a Run-Down Roman Villa, a Princess From Texas Awaits Her Next Act",https://facebook.com/nytimes/posts/10152884863409999,others
2022-03-04 11:45:17,"Mayor Eric Adams ended New York City’s mask mandate for public schools and a proof-of-vaccination requirement for indoor dining, gyms and entertainment venues. ""It’s time to reopen our city,"" he said.

NYTIMES.COM
‘It’s time to reopen our city’: N.Y.C. mayor lifts a school mask mandate and indoor vaccination rules.",https://facebook.com/nytimes/posts/10152884839649999,others
2022-03-04 11:25:10,"Good news for anyone frustrated by customer service chatbots: They are becoming less robotic, more conversational and more helpful.

NYTIMES.COM
Ending the Chatbot’s ‘Spiral of Misery’",https://facebook.com/nytimes/posts/10152884831189999,others
2022-03-04 11:10:06,"In The New York Times Opinion Section

Jon Stewart believes a certain subset of the right has long viewed Vladimir Putin as “an ideological brother.” The former host of “The Daily Show” talks about Ukraine and misinformation with Kara Swisher on the latest episode of Sway.

NYTIMES.COM
Opinion | Jon Stewart on Why the Right Would ‘Rather Do a Deal With Putin Than Pelosi’",https://facebook.com/nytimes/posts/10152884824679999,others
2022-03-04 10:48:48,"Breaking News: The Supreme Court reinstated the death sentence of Dzhokhar Tsarnaev, who was convicted of helping carry out the 2013 Boston Marathon bombings.

NYTIMES.COM
Supreme Court Restores Death Sentence for Boston Marathon Bomber",https://facebook.com/nytimes/posts/10152884815119999,others
2022-03-04 10:25:10,"A fire set off by fighting at the Zaporizhzhia nuclear plant in Ukraine caused damage to a training facility about 1,500 feet from the nearest of the six reactors in the complex, an imagery analysis found.

See where it happened.

NYTIMES.COM
Maps: Tracking the Russian Invasion of Ukraine",https://facebook.com/nytimes/posts/10152884801449999,angry
2022-03-04 10:19:53,"Breaking News: Tesla won approval to begin production at its first major assembly plant in Europe, near Berlin. The company plans to build 500,000 electric cars a year there.

NYTIMES.COM
Tesla Wins Approval to Open European Assembly Plant",https://facebook.com/nytimes/posts/10152884798809999,others
2022-03-04 09:55:03,"Brandon Sanderson, a sci-fi and fantasy author, started an online fund-raising campaign to self-publish four novels that he wrote during the pandemic. His goal: $1 million in 30 days.

He blew past the first million in about 35 minutes. In 24 hours, he raised $15.4 million.

NYTIMES.COM
Fantasy Author Raises $15.4 Million in 24 Hours to Self-Publish",https://facebook.com/nytimes/posts/10152884787794999,others
2022-03-04 09:40:05,"The Texas primaries, the first elections of the 2022 midterms, showed the power of the once-in-a-decade redistricting process.

The Daily looks at the state’s transformed congressional map and speaks to Rep. Dan Crenshaw, a Republican. Listen to today’s episode.

NYTIMES.COM
The Death of the Competitive Congressional District",https://facebook.com/nytimes/posts/10152884781769999,angry
2022-03-04 09:25:04,"NATO rejected Ukraine’s pleas to establish a no-fly zone over the country, its secretary general said. The alliance has resisted such a move for fear that it could draw member states into the war. https://nyti.ms/3sG62KC",https://facebook.com/nytimes/posts/10152884774209999,others
2022-03-04 09:05:08,"Fierce fighting in southeast Ukraine at Zaporizhzhia, Europe’s largest nuclear power plant, started a fire that was later extinguished, Ukrainian officials said, and there was no immediate sign that radiation had leaked. Russian troops have seized the complex.

Follow live updates. https://nyti.ms/34ebXxb",https://facebook.com/nytimes/posts/10152884761674999,sad
2022-03-04 08:55:04,"Black New Yorkers were hospitalized with Covid-19 at more than twice the rate of white New Yorkers during the recent Omicron wave, an indication that the health disparities seen during the pandemic are in some respects deepening, according to a new report.

NYTIMES.COM
During the Omicron surge, Black New Yorkers were hospitalized at a rate more than twice that of white residents.",https://facebook.com/nytimes/posts/10152884755119999,sad
2022-03-04 08:36:18,"Breaking News: Hiring in the U.S. sped up in February, with employers adding 678,000 jobs, as falling Covid cases brought customers and workers back.

NYTIMES.COM
February’s jobs report shows a gain of 678,000.",https://facebook.com/nytimes/posts/10152884745859999,others
2022-03-04 08:25:06,"“If China wants to remain officially ambiguous about whether it supports Vladimir V. Putin’s war — refusing to call it an invasion and abstaining from a UN vote to condemn the invasion — its state-controlled media nonetheless makes very clear where China stands,” our columnist writes.

NYTIMES.COM
How China Embraces Russian Propaganda and Its Version of the War",https://facebook.com/nytimes/posts/10152884739864999,angry
2022-03-04 08:10:06,"Breaking News: At least 57 people were killed and more than 100 wounded after an explosion tore through a Shiite mosque in Pakistan. The attack was most likely carried out by the region’s Islamic State affiliate, officials said.

NYTIMES.COM
At Least 57 Dead in Pakistan After Mosque Attack",https://facebook.com/nytimes/posts/10152884732584999,sad
2022-03-04 07:55:07,"The UN Human Rights Council voted to set up a commission of inquiry to look into possible war crimes and human rights violations in Ukraine, adding impetus to global efforts to ensure Russia is held liable for its invasion and any abuses related to it.

Correction: An earlier version of this article said the UN Human Rights Council voted to set up an international tribunal. The council voted to set up a commission of inquiry, not an international tribunal.

NYTIMES.COM
The U.N. rights council will investigate possible war crimes in the Ukraine conflict.",https://facebook.com/nytimes/posts/10152884725284999,others
2022-03-04 07:40:52,"Russian forces have seized the Zaporizhzhia nuclear plant, the largest in Europe. An earlier fire at the complex in Ukraine was extinguished, and there was no immediate sign of a radiation leak.

Follow live updates.

NYTIMES.COM
Ukraine Live Updates: Russians Seize Europe’s Largest Nuclear Plant, but Fire Is Out",https://facebook.com/nytimes/posts/10152884717164999,angry
2022-03-04 07:25:03,"Rashida Tlaib is the only Palestinian American serving in the House of Representatives, and the first to do so with family currently living in the West Bank.

She didn’t run for Congress with a plan to shift the Israeli-Palestinian debate and she is wary of adopting the role of the only Palestinian voice in the room. “I feel like no one wants to see me as anyone but Palestinian,” she told the New York Times Magazine.

“I’m a mother, I’m a woman, I have gone through a lot being the daughter of two immigrants in the United States. I’m also the big sister of 13 younger siblings. I’m also a neighbor in a predominantly Black city.”

NYTIMES.COM
What Rashida Tlaib Represents",https://facebook.com/nytimes/posts/10152884709684999,others
2022-03-04 07:10:02,"Russia’s invasion of Ukraine has galvanized NATO’s 30 member states to assist “in one way or another,” Secretary of State Antony Blinken said at NATO headquarters on Friday. https://nyti.ms/3hDpj9n",https://facebook.com/nytimes/posts/10152884701699999,others
2022-03-04 06:55:04,"Surprised by the speed at which sanctions have been poured on Russia, top U.S. officials are concerned that President Vladimir Putin’s reaction will be to double down and lash out — and perhaps expand the war beyond Ukraine.

NYTIMES.COM
Washington’s Newest Worry: The Dangers of Cornering Putin",https://facebook.com/nytimes/posts/10152884693949999,others
2022-03-04 06:29:29,"A fire set off by a raging gun battle in southeast Ukraine at the Zaporizhzhia nuclear plant has been extinguished. Russian troops took control of the complex before dawn on Friday, Ukrainian officials said.

NYTIMES.COM
Fire at a Ukrainian nuclear plant is out, but Russian troops take control of the site.",https://facebook.com/nytimes/posts/10152884682464999,angry
2022-03-04 05:55:08,"Russia’s isolation is extending to space amid the fallout from the invasion of Ukraine. OneWeb, a British satellite maker, canceled launches that relied on the country, while the Russian space agency said it would stop selling rocket engines to U.S. companies.

NYTIMES.COM
Russia’s Isolation on Earth Moves Up Into Space",https://facebook.com/nytimes/posts/10152884668934999,others
2022-03-04 05:40:03,"The Ukrainian Navy purposely sank the flagship of its Black Sea fleet on Thursday to prevent the warship from being seized by the Russian military, Ukraine’s defense minister said.

NYTIMES.COM
Ukraine’s Navy says it purposely sank its flagship Black Sea vessel.",https://facebook.com/nytimes/posts/10152884663524999,sad
2022-03-04 05:25:08,"It could be harder to get into one of California’s most prestigious universities after the state’s highest court declined to reverse a lower-court ruling that capped enrollment at the University of California, Berkeley, at 2020-21 levels.

NYTIMES.COM
U.C. Berkeley Must Freeze Enrollment, California Supreme Court Says",https://facebook.com/nytimes/posts/10152884658924999,others
2022-03-04 04:55:03,"Dear Wirecutter,

My dog refuses to go outside in any kind of bad weather, and I hate dragging her down my front steps by her leash. Is there a kinder and gentler way to get my mutt to go for a walk on rainy or snowy days?

NYTIMES.COM
Ask Wirecutter: How Can I Convince My Prima Donna Pooch to Go Outside in Bad Weather?",https://facebook.com/nytimes/posts/10152884647919999,others
2022-03-04 04:40:03,"Russian troops in southeast Ukraine seized the Zaporizhzhia nuclear plant, the largest in Europe, Ukrainian officials said, hours after a large fire broke out at the complex during the assault. There was no sign that radiation had leaked, international monitors said.

Follow our live updates. https://nyti.ms/3Mir2iF",https://facebook.com/nytimes/posts/10152884642949999,others
2022-03-04 04:25:06,"Scientists say humans are speeding extinction at a disastrous pace. Their work to protect biodiversity is critical, and maps like these offer a valuable tool to officials and conservationists.

See where land is permanently protected for biodiversity.

NYTIMES.COM
This Map Shows Where Biodiversity Is Most at Risk in America",https://facebook.com/nytimes/posts/10152884638504999,sad
2022-03-04 03:55:03,"No matter how stocked your vacation rental may be, here are five items Wirecutter suggests you bring with you, just in case. https://nyti.ms/35J9D1E

NYTIMES.COM
5 Cheap(ish) Things to Bring to a Vacation Rental",https://facebook.com/nytimes/posts/10152884629129999,others
2022-03-04 03:25:06,"Many African leaders are sitting out the global outcry over Russia's invasion of Ukraine, reluctant to criticize a country that supported their liberation struggles and is still a source of trade, education and arms

NYTIMES.COM
Shunned by Others, Russia Finds Friends in Africa",https://facebook.com/nytimes/posts/10152884618429999,others
2022-03-04 02:55:08,"Ukraine accused Russia of deliberately firing on the Zaporizhzhia nuclear plant. Officials later said the blaze had been put out, and that there was no indication of a rise in radiation levels.

Follow live updates.

NYTIMES.COM
Live Updates: Russians Seize Europe’s Largest Nuclear Plant, Ukrainian Officials Say",https://facebook.com/nytimes/posts/10152884610829999,angry
2022-03-04 02:25:05,"“El Carnaval es una manifestación cultural, no un evento,” dijo Rafael Comote, un trompetista de 30 años que llevaba una peluca rosa y un chaleco prestado del Departamento de Salud de Río. “El Carnaval no es algo que se pueda prohibir.”

“The Carnival is a cultural demonstration, not an event,” said Rafael Comote, a 30-year-old trumpet player wearing a pink wig and a vest borrowed from the Rio Department of Health. “Carnival is not something that can be banned. ""

NYTIMES.COM
Con mallas y purpurina, los músicos de Río tenían una misión: salvar el Carnaval",https://facebook.com/nytimes/posts/10152884604279999,others
2022-03-04 01:55:05,"In The New York Times Opinion Section: “At a time when our society is deeply divided,” Henry Louis Gates Jr. and Andrew Curran write, “it feels urgent that we develop new language for discussing the relationship between identity, ancestry, history and science.”

NYTIMES.COM
Opinion | We Need a New Language for Talking About Race",https://facebook.com/nytimes/posts/10152884595679999,others
2022-03-04 01:40:03,"Jessica Cisneros was an intern for Representative Henry Cuellar not too long ago. Now, with the backing of national progressive leaders, she has forced the nine-term Democratic congressman from Texas into a runoff.

NYTIMES.COM
The Young Progressive Lawyer at the Center of a Marquee Texas Runoff",https://facebook.com/nytimes/posts/10152884590859999,others
2022-03-04 01:25:07,"Two Russian nationals flying in a private jet that had taken off from Geneva landed in Canada this week and were stopped from traveling farther, Canadian officials said.

Canada had announced on Sunday that it would ban Russian aircraft from its airspace.

NYTIMES.COM
Two Russian nationals flew into Canada and were stopped, officials said.",https://facebook.com/nytimes/posts/10152884585644999,others
2022-03-04 01:10:31,"“Do people actually care if you’re sorry or not?” Listen to Anna Sorokin, the con artist once known as Ana Delvey, who inspired a Netflix series, talk to our reporter Emily Palmer about remorse. https://nyti.ms/3tpZAqt",https://facebook.com/nytimes/posts/10152884580874999,others
2022-03-04 00:55:07,"Russian forces are attacking Ukraine on a number of fronts, with the main focus on capturing the capital, Kyiv.

These maps track where Russia has made advances and attacked.

NYTIMES.COM
Maps: Tracking the Russian Invasion of Ukraine",https://facebook.com/nytimes/posts/10152884575324999,angry
2022-03-04 00:45:06,"Ukrainian troops are fighting with a resourcefulness and creativity that U.S. analysts said could trip up Russian troops for weeks or months to come.

NYTIMES.COM
How Ukraine’s Military Has Resisted Russia So Far",https://facebook.com/nytimes/posts/10152884570739999,others
2022-03-04 00:24:09,"Prime Minister Boris Johnson of Britain said he would seek an emergency meeting of the UN Security Council on the situation at the Zaporizhzhia nuclear complex in Ukraine, a statement from his office said.

Follow live updates.

NYTIMES.COM
Live Ukraine Updates: Fire Breaks Out at Europe’s Largest Nuclear Complex During Attack",https://facebook.com/nytimes/posts/10152884563194999,sad
2022-03-04 00:10:08,"Videos verified by The New York Times reveal the scale of the devastation of civilian areas in Kharkiv, Ukraine, after days of Russian bombardment.

NYTIMES.COM
Videos show widespread destruction in civilian areas of Kharkiv.",https://facebook.com/nytimes/posts/10152884558769999,sad
2022-03-03 23:55:04,"Farrah Forke, who catapulted to fame playing the helicopter pilot Alex Lambert on the NBC sitcom “Wings,” has died at 54.

NYTIMES.COM
Farrah Forke, Who Played a Helicopter Pilot on ‘Wings,’ Dies at 54",https://facebook.com/nytimes/posts/10152884554354999,sad
2022-03-03 23:40:11,"The Justice Department is facing mounting pressure to prosecute Donald Trump after the House committee investigating the Jan. 6 attack laid out its argument for a potential criminal case.

NYTIMES.COM
Pressure on Justice Dept. as Jan. 6 Panel Lays Out Case Against Trump",https://facebook.com/nytimes/posts/10152884549384999,others
2022-03-03 23:25:09,"Google said that it had suspended all advertising in Russia after the country’s internet regulator demanded that the company stop showing what it considered ads displaying false information about Russia’s invasion of Ukraine.

NYTIMES.COM
Google Suspends Advertising in Russia",https://facebook.com/nytimes/posts/10152884544664999,others
2022-03-03 23:10:08,"Lukoil, Russia’s second-largest oil company, appeared to distance itself from President Vladimir Putin on Thursday by calling for a “fast resolution” to Russia’s invasion of Ukraine.

NYTIMES.COM
Lukoil, a Russian Oil Company, Calls for an End to the Ukraine War",https://facebook.com/nytimes/posts/10152884538149999,others
2022-03-03 22:55:05,"A former Fox News producer was charged with violating U.S. sanctions by working for a Russian oligarch who has been accused of being a leading financial supporter of separatists in Crimea and Ukraine and has close ties to President Vladimir Putin.

NYTIMES.COM
Ex-Fox News Producer Broke Law With Work for Russian Oligarch, U.S. Says",https://facebook.com/nytimes/posts/10152884532654999,angry
2022-03-03 22:40:09,"In a legal filing, the Jan. 6 panel laid out a narrative aimed at showing that Donald Trump knew the 2020 election was not stolen and sought to overturn it anyway.

NYTIMES.COM
Panel Suggests Trump Knew He Lost the Election, Eyeing Criminal Case",https://facebook.com/nytimes/posts/10152884527264999,others
2022-03-03 22:25:05,"Breaking News: The Florida Legislature voted to ban most abortions after 15 weeks of pregnancy. Gov. Ron DeSantis has signaled his support for the bill.

Read more: https://nyti.ms/3trMLMq",https://facebook.com/nytimes/posts/10152884521504999,others
2022-03-03 22:09:57,"Breaking News: The Florida Legislature voted to ban most abortions after 15 weeks of pregnancy. Gov. Ron DeSantis has signaled his support for the bill.

NYTIMES.COM
Florida Lawmakers Vote to Ban Abortions After 15 Weeks",https://facebook.com/nytimes/posts/10152884515389999,angry
2022-03-03 21:40:07,"A 19-year-old testified against his father in a trial related to the Jan. 6 attack on the Capitol. “He said, ‘If you turn me in, you’re a traitor,’” Jackson Reffitt told the jury as his father watched him intently from across the courtroom and then looked down. “‘And traitors get shot.’”

NYTIMES.COM
‘Traitors Get Shot’: Son Testifies Against Father in Jan. 6 Trial",https://facebook.com/nytimes/posts/10152884504899999,others
2022-03-03 21:25:08,"The Biden administration announced it would offer humanitarian relief to Ukrainians who have been living in the country without legal documentation since March 1 or earlier, signaling additional support for citizens of Ukraine.

NYTIMES.COM
U.S. Grants Temporary Protected Status to Some Ukrainians",https://facebook.com/nytimes/posts/10152884499309999,others
2022-03-03 21:10:08,"A fire broke out at a complex in Ukraine that is home to Europe’s largest nuclear power plant, after Russian troops fired on the area, Ukraine’s foreign minister said. Security camera footage verified by The New York Times showed a building ablaze inside the power complex near a line of military vehicles.

Follow our live updates.

NYTIMES.COM
Fire breaks out at nuclear complex, Ukraine says, as Russian forces move through.",https://facebook.com/nytimes/posts/10152884492444999,angry
2022-03-03 20:55:08,"A Florida fund-raiser planned for April that was to feature Melania Trump has been called off after state regulators there concluded that the company working with the former first lady to organize the charitable event had not properly registered to solicit contributions.

NYTIMES.COM
Melania Trump Event Called Off After Officials Question Fund-Raising",https://facebook.com/nytimes/posts/10152884486389999,others
2022-03-03 20:40:14,"“We have a special people, an extraordinary people,” President Volodymyr Zelensky of Ukraine said at his first news conference since the war began. Zelensky, whose defiance has made him a symbol of Ukrainian resistance to the Russian invasion, laid out the state of negotiations with Russia, voiced pride in his people, pleaded for a no-fly zone and spoke frankly about fear of dying.

NYTIMES.COM
Behind Sandbags, Ukraine’s Leader Meets the Media",https://facebook.com/nytimes/posts/10152884480969999,others
2022-03-03 20:27:35,"Ukrainians fleeing Russia’s invasion of their country will be offered temporary protection in the European Union, its ministers decided on Thursday, as the exodus from Ukraine surpassed a million people. The UN predicted that 10 million Ukrainians — roughly a quarter of the population — could be displaced.

Read more: https://nyti.ms/3Kg7vxu",https://facebook.com/nytimes/posts/10152884476684999,sad
2022-03-03 20:10:07,"More than two million Ukrainians have fled the country or been displaced, according to the UN. They are fleeing not only physical danger but also the desperation of wartime conditions: food shortages, loss of work and a dearth of medical supplies.

“When I got in the car I started crying,” said a 19-year-old woman staying at a two-room kindergarten in Viitivtsi, in western Ukraine. “I just started to cry because I realized I am leaving my country and running from a war. It’s an awful feeling.”

NYTIMES.COM
On the Exodus West, Ukrainians Flee Hardship for an Uncertain Future",https://facebook.com/nytimes/posts/10152884471889999,sad
2022-03-03 19:55:04,"We spent a night at Milan Fashion Week with Julia Fox.

NYTIMES.COM
Julia Fox Will Come for You",https://facebook.com/nytimes/posts/10152884467334999,others
2022-03-03 19:40:49,"Travelers arriving at Perth Airport in the state of Western Australia reunited with their loved ones for the first time in two years after the region lifted the remaining pandemic-era border restrictions for vaccinated travelers.

Read more: https://nyti.ms/3IM3y35",https://facebook.com/nytimes/posts/10152884462634999,others
2022-03-03 19:11:47,"Medical students at a university in Sumy, Ukraine, saw their school become a war zone overnight. They have no way to travel home and are hoping that authorities can create a safe corridor for them to evacuate. “I wake up, I’m just thinking, how am I going to get out of here?” one student said.

Read more: https://nyti.ms/3Kcf5ZV",https://facebook.com/nytimes/posts/10152884451989999,sad
2022-03-03 18:54:51,"Breaking News: The Biden administration is offering temporary protected status to Ukrainians who were living in the U.S. without documentation as of March 1.

NYTIMES.COM
U.S. will allow some Ukrainians to stay in the country temporarily.",https://facebook.com/nytimes/posts/10152884445374999,others
2022-03-03 18:40:26,"More than 800 medical students are stranded at their university in the city of Sumy in northeastern Ukraine, officials said, after Russian forces hindered access to roads and trains. The students are mostly from African countries and India.

""We don’t really have proper food,"" said Michael, a third-year medical student from Ghana. ""I'm basically eating biscuits.""

NYTIMES.COM
More than 800 medical students, most African or Indian, are stranded in northeastern Ukraine.",https://facebook.com/nytimes/posts/10152884440239999,sad
2022-03-03 18:25:03,"Viral stories like the Ghost of Kyiv — a Ukrainian pilot who supposedly single-handedly shot down several Russian fighter jets — are of questionable veracity. But they're a key part of Ukraine's war plan, experts say, as it tries to keep morale high.

NYTIMES.COM
Fact and Mythmaking Blend in Ukraine’s Information War",https://facebook.com/nytimes/posts/10152884434929999,others
2022-03-03 18:10:07,"“There is a real war raging here. I’m afraid.”
“Mama, this is so hard.”

Text messages purporting to be from a Russian soldier to his mother, read publicly this week by Ukraine’s UN ambassador, underscore the contest underway to shape the war’s narrative.

NYTIMES.COM
An information battle over Ukraine takes center stage.",https://facebook.com/nytimes/posts/10152884427984999,sad
2022-03-03 17:55:08,"An unidentified woman's dismembered torso was found stuffed in a shopping cart in Brooklyn early Thursday. The grisly discovery was made in a large bag that was inside the cart, the police said.

NYTIMES.COM
Woman’s Dismembered Body Is Found in Shopping Cart in Brooklyn",https://facebook.com/nytimes/posts/10152884422374999,sad
2022-03-03 17:40:03,"“Lupin,” Netflix’s French heist drama, was itself at the center of a heist last week: About 20 young men stole equipment valued at more than $300,000 from the set during filming in a Paris suburb, a company spokeswoman said.

NYTIMES.COM
‘Lupin,’ Netflix’s French Heist Drama, Is the Victim of a Theft",https://facebook.com/nytimes/posts/10152884416689999,others
2022-03-03 17:30:08,"The Biden administration asked Congress to provide $32.5 billion in emergency aid on Wednesday, seeking to bolster the domestic response to the coronavirus pandemic, and support Ukraine in its fight against Russia's invasion.

NYTIMES.COM
The Biden administration asks Congress for $22.5 billion to bolster the Covid response.",https://facebook.com/nytimes/posts/10152884409564999,angry
2022-03-03 17:10:08,"France will no longer require visitors to show proof of a Covid vaccine to enter indoor establishments after March 14, officials announced on Thursday, most likely clearing the way for Novak Djokovic to play at the French Open this spring.

NYTIMES.COM
A Covid ruling has opened the French Open door to Novak Djokovic.",https://facebook.com/nytimes/posts/10152884397479999,angry
2022-03-03 17:00:09,"A ragtag group of revelers convened near a popular plaza in Rio de Janeiro recently to break the rules and start a party. In their view, they were there to save Carnival, which had been effectively canceled for the second consecutive year.

NYTIMES.COM
In Glitter and Leotards, They Took a Stand: Carnival Must Go On",https://facebook.com/nytimes/posts/10152884390239999,others
2022-03-03 16:50:44,"President Vladimir Putin for the first time personally acknowledged Russian losses in the war in Ukraine in a video televised on Russian state media on Thursday. He also claimed the military operation was proceeding according to plan.

Follow live updates: https://nyti.ms/3Cj8SbN",https://facebook.com/nytimes/posts/10152884384894999,angry
2022-03-03 16:40:07,"Flag manufacturers across the U.S. are cutting and sewing blue and yellow fabric as fast as possible to keep up with the surge in demand for the flag of Ukraine since the country was invaded by Russia last week.

“This would be the biggest increase in volume for another nation’s flag that I’ve ever seen,” said Artie Schaller III, president of the National Flag Company. “I can only compare it to — in my time — to 9/11, for just how quickly people are willing to show support and are using a flag to do that.”

NYTIMES.COM
U.S. flag makers are rushing to fill orders for Ukrainian flags.",https://facebook.com/nytimes/posts/10152884381304999,others
2022-03-03 16:30:42,"At least 10 people were injured, several of them seriously, in an explosion and fire that destroyed most of an apartment building in Silver Spring, Maryland, Thursday morning, fire officials said. https://nyti.ms/3pwnMpW",https://facebook.com/nytimes/posts/10152884377089999,sad
2022-03-03 16:25:07,"Ikea and TJX, the owner of TJ Maxx and Marshalls, became the latest retailers to halt business operations in Russia, joining the growing number of Western companies condemning the country’s invasion of Ukraine.
https://nyti.ms/3Kev61r

NYTIMES.COM
Ikea and the owner of T.J. Maxx are the latest retailers to halt Russia operations.",https://facebook.com/nytimes/posts/10152884374744999,others
