,post_url,text,label
3092,https://facebook.com/nytimes/posts/10152639135114999,cold cold asks fashion critic vanessa friedman writes global leader embrace staged photo shoot creative yet clich fervor vladimir putin russia,others
1850,https://facebook.com/nytimes/posts/10152842798994999,many nonprofit rely government funding can not raise pay pandemic leading wave staff departure rising vacancy rate case also make difficult deliver service exist provide worker gain pay leverage nonprofit keep,sad
4191,https://facebook.com/nytimes/posts/10152443457514999,vice president mike penny kamala harris campaign trail wisconsin president trump abruptly called white house news conference used air range grievance penny harris vie wisconsin trump vent white house,others
4767,https://facebook.com/nytimes/posts/10152338593724999,cdc posted sweeping new recommendation safest way american employer reopening office prevent spread coronavirus temperature check desk shield suggests big change office,others
7876,https://facebook.com/nytimes/posts/10151615357789999,quite clearly trying split europe former senior aide first president czech republic said president donald trump europe liberal order splinter trump wields ax,angry
333,https://facebook.com/nytimes/posts/10152882491839999,many afghan fled taliban takeover personal item could grab tangible tie world left behind tahera ahmadi sold jewelry afford travel pin eldest sister,others
7128,https://facebook.com/nytimes/posts/10151775628069999,nyt cooking popular new recipe cooking popular new recipe,others
4478,https://facebook.com/nytimes/posts/10152366235239999,president trump issued thinly veiled threat twitter people want protest campaign rally scheduled saturday evening tulsa oklahoma trump warns protester tulsa brace rally,angry
8159,https://facebook.com/nytimes/posts/10151598665074999,breaking news abc canceled roseanne hour hit sitcom star roseanne barr posted racist comment twitter former obama adviser racist tweet roseanne barr abc cancel hit show,others
7782,https://facebook.com/nytimes/posts/10151620789439999,small dagger arrowhead wooden block deer antler archaeologist study tzi iceman toolkit day murdered year ago final hour iceman tool,others
4536,https://facebook.com/nytimes/posts/10152361465059999,police respect border patrol patrol border america jon stewart talk david marchese new york time magazine jon stewart back weigh,others
2184,https://facebook.com/nytimes/posts/10152832600149999,found word spelled seven letter many make forget word must include center letter,others
1005,https://facebook.com/nytimes/posts/10152875251874999,saturday first time since winter game jamaica four man bobsled team olympics think everybody dream represent country living breathing said shanwayne stephen pilot sled year four man jamaican bobsled team back,others
6231,https://facebook.com/nytimes/posts/10151933232564999,saturday target register hour sunday retail chain faced checkout problem target hit register trouble two day row,others
7756,https://facebook.com/nytimes/posts/10151622129944999,french butcher wrote physical verbal moral violence neither le form terrorism citing anti meat sentiment butcher seek police protection,others
4416,https://facebook.com/nytimes/posts/10152371712399999,joe biden commanding point lead president trump race new new york time siena college poll registered voter show biden big lead woman nonwhite voter made inroad gop leaning group biden take dominant lead voter reject trump virus race,others
3826,https://facebook.com/nytimes/posts/10152532878144999,selena series netflix new biopic cooperation quintanilla family depicts pop star played christian serratos baby crooner international idol sprinkled little bit glitter selena series dreaming,others
4760,https://facebook.com/nytimes/posts/10152339113009999,lori klausutis died faulty heart valve caused fall hit head desk year later president trump baseless insinuation death reflect pattern leave private citizen facing threat supporter trump tweet cause collateral damage family already pain,angry
665,https://facebook.com/nytimes/posts/10152878616039999,several prominent figure russia spoke president vladimir putin decision invade ukraine yelena kovalskaya director meyerhold center state run theater moscow said resigned post,others
6087,https://facebook.com/nytimes/posts/10151943470679999,neo nazi admitted murder member chancellor angela merkel party walter bcke defended decision accept refugee germany avowed neo nazi admits murder german politician,angry
8520,https://facebook.com/nytimes/posts/10151503936084999,prince william visit israel jordan palestinian territory occupied west bank specific date announced prince william go israel first official visit british royal,others
4265,https://facebook.com/nytimes/posts/10152439396384999,pope francis held first public audience since start coronavirus began francis said beautiful see faithful face face screen screen read,others
6298,https://facebook.com/nytimes/posts/10151927910609999,botswana high court overturned colonial era law criminalized homosexuality decision hailed activist significant step gay right african continent botswana high court decriminalizes gay sex,others
4486,https://facebook.com/nytimes/posts/10152365938774999,news analysis ally long wanted india help confronting china week idea confrontation became real indian chinese soldier clashed worst violence country border year india side west china test may hand,others
4684,https://facebook.com/nytimes/posts/10152347033224999,week together apart public high school student chicago decide take matter hand create one last shared experience class virtually celebrate graduation,others
1844,https://facebook.com/nytimes/posts/10152842906094999,want understand london economic transformation look around condo conversion workhouse inspired oliver twist welcome charles dickens luxury apartment,others
6067,https://facebook.com/nytimes/posts/10151945066549999,vegetative state decade center legal battle landmark right die case friday france highest court paved way remove life support french court pave way end life support man vegetative state,sad
4739,https://facebook.com/nytimes/posts/10152342816494999,video showing police officer using baton tear gas pepper spray rubber bullet protester bystander journalist highlighted complaint police behavior drawn protest least city across aggressive police tactic protest scrutiny,angry
3580,https://facebook.com/nytimes/posts/10152548743949999,winter solstice arrives depth pandemic season darkness also offer ancient lesson survival hope renewal,others
6655,https://facebook.com/nytimes/posts/10151848237309999,want free want government leave one protester said algerian stage largest protest yet rejecting president offer,others
1501,https://facebook.com/nytimes/posts/10152870352294999,black death one notorious pandemic historical memory many expert estimating killed roughly million european new study say figure greatly overestimate true toll plague black death really kill half europe new research say,others
2515,https://facebook.com/nytimes/posts/10152773674384999,new york time photographer tell story behind photograph terrorist attack aftermath,others
5742,https://facebook.com/nytimes/posts/10152025386154999,breaking news president trump said frozen million aid ukraine day spoke country president trump ordered aid ukraine frozen day call leader,angry
7388,https://facebook.com/nytimes/posts/717904905268828,way president donald trump reaffirmed defense judge brett kavanaugh supreme court nominee face sexual assault allegation read kavanaugh coverage,angry
7626,https://facebook.com/nytimes/posts/10151681468109999,breaking news charge north korean spy hacking sony picture retaliation film mocking kim jong un north korean spy charged sony picture hacking,others
3504,https://facebook.com/nytimes/posts/10152554006014999,bill barr time attorney general largely defined perception set aside justice department independence advance president trump political personal interest barr leaf legacy defined trump,angry
1717,https://facebook.com/nytimes/posts/10152868515019999,nailed nathan chen leaped first place beijing olympics figure skating short program scored point punched air finish put mask soon walked ice nathan chen nail short program leap first place,others
1447,https://facebook.com/nytimes/posts/10152870829044999,yan wengang bronze men skeleton friday collecting china first olympic medal sliding sport largely dominated european read,others
2537,https://facebook.com/nytimes/posts/10152772896094999,election campaign climax meaningless waste time thursday night federal leader debate last canadian head poll september bogged complex question format critic say serve reader takeaway canada official election debate,others
6324,https://facebook.com/nytimes/posts/10151926269359999,answer lingering question eric garner death breathe case takeaway trial eric garner death,angry
656,https://facebook.com/nytimes/posts/10152878743574999,people gathered brandenburg gate berlin thursday protest russian invasion second time week city illuminated landmark blue yellow express solidarity ukraine follow update,others
2087,https://facebook.com/nytimes/posts/10152835683714999,rarely alicia key sounded jazzy improvisatory new album key pop critic jon pareles writes also expose option available st century musician countless digital tweak variation say,others
1477,https://facebook.com/nytimes/posts/10152870582739999,president biden friday discus nato eu leader continued coordination diplomacy deterrence toward russia build force around ukraine white house said president biden holding call nato leader discus russia ukraine,angry
3610,https://facebook.com/nytimes/posts/10152546993199999,life james baldwin befriended dazzling array different writer artist activist actor musician marlon brando toni morrison people james baldwin knew,others
2757,https://facebook.com/nytimes/posts/10152711855039999,last day early voting tuesday primary new york city eight leading democratic mayoral candidate sprinted across borough tried lure voter five takeaway final sunday campaigning new york city,others
8293,https://facebook.com/nytimes/posts/10151514472344999,cooking vehicle memory many filipino dish heritage inseparable day celebration filipino food find place american mainstream,others
4806,https://facebook.com/nytimes/posts/10152244238689999,president trump said would like allow shuttered business around united state reopen within week defying advice top health official listen today episode daily raring go easter,angry
3054,https://facebook.com/nytimes/posts/10152640663979999,benefit getting vaccinated covid namely protection dangerous virus obvious stage pandemic sufficient motivation consider swag,others
5247,https://facebook.com/nytimes/posts/10152133999529999,breaking news jerry herman broadway composer lyricist gave world classic musical hello dolly mame la cage aux folles died jerry herman broadway songwriter hello dolly dy,sad
6860,https://facebook.com/nytimes/posts/10151835760714999,un report came investigation found israeli force killed people including child wounded others protest began march last year say israel may committed crime humanity gaza protest,angry
6888,https://facebook.com/nytimes/posts/10151833873959999,president trump announced american citizen abducted nearly month ago yemen freed reunited family american hostage yemen released trump say,others
8634,https://facebook.com/nytimes/posts/1984903348393844,matt damon represented every intelligent nice white male feel job comment way woman metabolize stuff british actress minnie driver said talk metoo movement,others
6931,https://facebook.com/nytimes/posts/10151830327209999,turn wallace giant bee specie size adult thumb actually extinct scientist discovered tell find world largest bee extinct,others
551,https://facebook.com/nytimes/posts/10152879916744999,day russia invasion ukraine president volodymyr zelensky still standing embattled leader said would back said video friday night standing front presidency building flanked top adviser kyiv protecting ukraine video defiant zelensky say,others
1277,https://facebook.com/nytimes/posts/10152872429609999,modern love two summer mary blige crooned soulfully searching real love found mine year old,others
7193,https://facebook.com/nytimes/posts/10151770973879999,selma engel one small number jew survive harrowing escape sobibor extermination camp prisoner revolt wwii selma engel dy escaped death camp revealed horror,sad
7542,https://facebook.com/nytimes/posts/10151687236684999,see full result map rhode island primary rhode island primary election result,others
8407,https://facebook.com/nytimes/posts/1811159362261856,timeless dessert never disappoints get alison roman recipe classic cheesecake http nyti m gbjnkx,others
3600,https://facebook.com/nytimes/posts/10152547529114999,breaking news president elect joe biden received coronavirus vaccine live television sending message american safe take biden receives coronavirus vaccine,others
4618,https://facebook.com/nytimes/posts/10152353934909999,rundown highlight worth watching late night tv late night waiting colin kaepernick get call,others
300,https://facebook.com/nytimes/posts/10152882778684999,graphic evidence racism hate crime trial ahmaud arbery murderer left jury foreman black man jury deeply shaken much hatred jury foreman shaken evidence arbery trial,sad
1394,https://facebook.com/nytimes/posts/10152871340309999,something perfect flamin hots could come unauthorized innovation challenge acceptable taste embrace artificial excess read ode joy eating cheetos crunchy flamin hots,others
5757,https://facebook.com/nytimes/posts/10152024508939999,use europe right forgotten privacy law broadened illustrated italian brother stabbing journalist wrote one brother stabbed journalist wrote paid price,angry
4956,https://facebook.com/nytimes/posts/10152228844364999,country across europe shut school sporting event even restaurant bar boris johnson largely kept britain open opting targeted measure like asking people respiratory symptom stay home europe shuts britain take different contentious approach,angry
1836,https://facebook.com/nytimes/posts/10152843119669999,high schoolers across reported alarming mental health decline evidenced depression suicide attempt adolescent failed class critical future higher rate previous year,others
4584,https://facebook.com/nytimes/posts/10152357327159999,last two week number american downloaded signal encrypted messaging application skyrocketed signal downloads way since protest began,others
5192,https://facebook.com/nytimes/posts/10152209155529999,metro area increasing fastest population seen corresponding increase average income upshot report yes rich city getting richer whole story,sad
5478,https://facebook.com/nytimes/posts/10152116400829999,senator elizabeth warren abandoning fray approach delivering forceful direct criticism yet democratic opponent elizabeth warren seek second act slip top,others
23,https://facebook.com/nytimes/posts/10152884801449999,fire set fighting zaporizhzhia nuclear plant ukraine caused damage training facility foot nearest six reactor complex imagery analysis found see happened map tracking russian invasion ukraine,angry
7494,https://facebook.com/nytimes/posts/10151684432334999,keegan michael key couple goal finishing sketch comedy show play action hero shakespeare gotten keegan michael key put comedy aside shoot dream,others
5868,https://facebook.com/nytimes/posts/10152017299299999,senator bernie sander overhauled new hampshire state operation campaign fight maintain support state percentage point bernie sander campaign shake new hampshire operation,others
768,https://facebook.com/nytimes/posts/10152877469804999,ukraine approved plan declare state national emergency next day response growing threat russian invasion lawmaker also working plan law would allow civilian firearm ukraine set declare state emergency,sad
3292,https://facebook.com/nytimes/posts/10152629645434999,weeknd snubbed grammy nomination say boycott award going forward secret committee singer said longer allow label submit music grammys grammys ready pandemic show weeknd boycott future award,others
8637,https://facebook.com/nytimes/posts/10151494770329999,six week lower half left leg amputated nursing home said insurance would longer pay time move home wanted release homeless shelter pay week motel complaint nursing home eviction rise regulator take note,angry
6080,https://facebook.com/nytimes/posts/10151944133604999,new york time opinion section mark schmitt director political reform program new america writes detailed policy plan serve essential purpose tell voter kind person candidate opinion back warren treat politics matter substance,others
3911,https://facebook.com/nytimes/posts/10152463333799999,credit metropolitan opera canceled season last week looking year crisis pause also reboot chief classical music critic writes met opera pandemic could necessary reset,others
4880,https://facebook.com/nytimes/posts/10152235342989999,month president donald trump undermined contradicted expert including administration severity coronavirus outbreak examined record prove found president v expert trump downplayed coronavirus,angry
8253,https://facebook.com/nytimes/posts/2116973034984308,new york time opinion section representative adam schiff democrat california talk donald trump must punish russia election interference,others
7961,https://facebook.com/nytimes/posts/10151610544024999,first looked defeated raccoon made top raccoon climb minnesota skyscraper becomes internet sensation,others
4284,https://facebook.com/nytimes/posts/10152438588659999,face shield valved mask appear le effective blocking viral particle regular mask may also expose wearer germ new study show face shield valved mask offer comfort le protection,others
4848,https://facebook.com/nytimes/posts/10152237749644999,breaking news border mexico canada closed nonessential travel weekend white house said border mexico canada close weekend,others
7591,https://facebook.com/nytimes/posts/10151684113924999,billie jean king agrees serena williams sexism played role controversial open call serena williams memorable match wrong reason,sad
1798,https://facebook.com/nytimes/posts/10152844688334999,india blocked charity founded mother teresa missionary charity accepting foreign donation news come around tense christmas church vandalized celebration disrupted across country india cut foreign funding mother teresa charity,angry
4558,https://facebook.com/nytimes/posts/10152358916764999,breaking news president donald trump bowing pressure said would delay rally tulsa oklahoma planned juneteenth holiday honoring end slavery trump move tulsa rally date juneteenth sharp criticism,others
1664,https://facebook.com/nytimes/posts/10152868901894999,breaking news mitch mcconnell denounced rnc calling jan riot legitimate political discourse censuring two member representative liz cheney adam kinzinger mcconnell denounces resolution censuring jan panel member,others
4030,https://facebook.com/nytimes/posts/10152454344699999,unhealthy proximity toxic central conflict defined much childhood defined narrative marriage thought ayad akhtar writes modern love humility drew,others
4052,https://facebook.com/nytimes/posts/10152452086509999,unscripted series follow carole baskin husband howard baskin work expose animal abuse production company said carole baskin tiger king star new show,angry
5064,https://facebook.com/nytimes/posts/10152220315799999,help contain coronavirus outbreak government denmark asked mayor suspend naturalization ceremony require mandatory handshake handshake new citizen coronavirus halt danish naturalization,others
2331,https://facebook.com/nytimes/posts/10152782760669999,erin funeral first time seen anyone crew weep public first time heard u say one another love writer oldest friend reunited mourn one lost honor time left went vega wring joy heartbreak,others
8383,https://facebook.com/nytimes/posts/1993439870873525,industry customer dictate pay put draw line server share experience working tip read full story http nyti m fdhiyq,sad
342,https://facebook.com/nytimes/posts/10152882426789999,logjam ukraine border crossing romania poland moldova ukrainian refugee continue flee country people left ukraine recent day according united nation refugee agency,sad
4276,https://facebook.com/nytimes/posts/10152438473184999,hope excitement nerve student teacher around world began returning classroom week looked like,sad
2302,https://facebook.com/nytimes/posts/10152784150969999,thousand boko haram defector housed nigerian government city terrorized compound next housing development primary school terrifying resident teacher parent,others
4338,https://facebook.com/nytimes/posts/10152435901909999,breaking news trump supporter new york city public housing tenant say tricked official appearing republican national convention video tenant say tricked appearing video,angry
1051,https://facebook.com/nytimes/posts/10152874800634999,said russia likely amassed many troop near ukraine border significantly raising estimate buildup significant military mobilization europe since second world war official said say russia troop buildup could high,angry
1055,https://facebook.com/nytimes/posts/10152874773194999,facing critical shortage nurse many quit burned pandemic like work nursing profession today listen today episode daily somebody got save u saving everybody else,others
2619,https://facebook.com/nytimes/posts/10152769694719999,former marine sharpshooter fatally shot four people including infant two home near lakeland florida sunday exchanged gunfire sheriff deputy taken custody authority said ex marine sharpshooter kill fire deputy florida sheriff say,sad
2509,https://facebook.com/nytimes/posts/10152773971284999,balvin new album jose considers possible pop idol especially one latin america longer need prove critic say balvin attempt reintroduce jose,others
6374,https://facebook.com/nytimes/posts/10151921967194999,carnival cruise line announced canceling sailing cuba trump administration said would ban cruise island cruise cuba abruptly canceled new travel ban,angry
1309,https://facebook.com/nytimes/posts/10152872179519999,embedded abortion law texas disputed assertion heartbeat heard law defines sound heartbeat considered medical expert coming developed heart form later pregnancy abortion opponent hear heartbeat expert hear something else,angry
7721,https://facebook.com/nytimes/posts/239737463404248,andrew gillum primary victory florida latest series high profile triumph black democratic candidate running governor joining stacey abrams georgia ben jealous maryland,others
2533,https://facebook.com/nytimes/posts/10152773037124999,emma raducanu leylah fernandez advanced open single final saturday first teenage grand slam final since serena williams defeated martina hingis win first major single title,others
7492,https://facebook.com/nytimes/posts/10151690644644999,new york time opinion section op ed columnist maureen dowd writes someone bottom world land mad max want play ball mad king think get australia prime minister scott morrison scomo told president trump opinion trump finally make friend,others
6518,https://facebook.com/nytimes/posts/10151857219684999,art crime investigator netherlands said recovered pablo picasso painting portrait dora maar stolen yacht saudi arabian owner south france stolen picasso painting recovered amsterdam investigator say,others
7514,https://facebook.com/nytimes/posts/259234638257748,climate change helped cause devastating hurricane recent year reporter explains hurricane florence question answered,sad
4326,https://facebook.com/nytimes/posts/10152436578409999,already christmas time tiktok least christmas time,others
2752,https://facebook.com/nytimes/posts/10152712025179999,national economy recovers pandemic new york city lagging scar everywhere boarded storefront empty sidewalk midtown manhattan fewer subway rider change work life pattern slow rebound new york face lasting economic toll even pandemic pass,sad
8256,https://facebook.com/nytimes/posts/10151525298129999,black worshipper quietly fleeing white megachurches since election black white worshipper create church integrated inclusive join live chat april thomas michelle henderson discus effort bridge color line church carrollton texas nyt writer john eligon take question april michelle answer subscribe race related newsletter http nyti m ejp,others
8210,https://facebook.com/nytimes/posts/10151523984649999,spring training come bravo play new york mets minor league team come bravo return mets facility rehabilitate injury come bravo supermarket cafeteria major league baseball player love,others
1588,https://facebook.com/nytimes/posts/10152869590219999,new york mask vaccine mandate business end thursday separate mask requirement school remain place number coming time adapt gov kathy hochul said saying,others
6869,https://facebook.com/nytimes/posts/10151834885984999,breaking news president donald trump kim jong un north korea greeted formal dinner vietnam follow update,others
6542,https://facebook.com/nytimes/posts/10151855458714999,fact special counsel mueller report exonerate president charge serious obstruction justice demonstrates urgent full report underlying documentation made public without delay house speaker nancy pelosi senator chuck schumer said joint statement impeachment view democrat push investigation trump,others
3652,https://facebook.com/nytimes/posts/10152543887994999,supporter michael regan president elect joe biden top choice lead epa said improved low morale emphasized role science head north carolina environmental agency several called obvious parallel would expected epa,others
3683,https://facebook.com/nytimes/posts/10152542365284999,anna wintour already one powerful people magazine world getting pair new title final say publication market around world cond nast put anna wintour charge magazine worldwide,others
8556,https://facebook.com/nytimes/posts/10151501163699999,breaking news jared kushner security clearance downgraded month delay completing fbi background check official said jared kushner security clearance downgraded,others
3067,https://facebook.com/nytimes/posts/10152640218054999,previously unpublished video obtained new york time first publicly available image happened capitol police officer brian sicknick jan provide new detail attacked officer brian sicknick died capitol riot new video show attacked,sad
8069,https://facebook.com/nytimes/posts/10151603993414999,course led man challenging position qatar airway chief say woman run airline,angry
6151,https://facebook.com/nytimes/posts/10151939256554999,year firefighter hawaii tragic aircraft incident fire chief said nine killed plane crash hawaii official say,sad
7226,https://facebook.com/nytimes/posts/10151768574274999,federal government marked wednesday national day mourning president george bush recognition coincided funeral brief look day mourning history national day mourning bush mean closed,sad
5895,https://facebook.com/nytimes/posts/10152014804644999,nearly hour debate democratic candidate clashed wide range topic question gender pay gap reproductive right entirely absent marathon democratic debate includes question woman issue,angry
6233,https://facebook.com/nytimes/posts/10151933197524999,boeing company chief executive said sunday company made mistake handled cockpit warning light max boeing chief acknowledges mistake max warning light,angry
5823,https://facebook.com/nytimes/posts/10152020785254999,horde spotted lanternflies flapping pennsylvania threatening agriculture kill state website blare way advice resident encounter fly squash smash get rid squash smash pennsylvania implores resident kill invasive bug sight,others
2298,https://facebook.com/nytimes/posts/10152784293219999,donald trump cheated victory arizona largest county draft republican ordered review election showed,others
3435,https://facebook.com/nytimes/posts/10152620954424999,want catch last night golden globe weird one considering weird typical globe ceremony saying something writes columnist watch standout moment golden globe projectionist takeaway,others
377,https://facebook.com/nytimes/posts/10152882102284999,president volodymyr zelensky ukraine urged eu grant country immediate membership bloc also message russian troop ukraine abandon military equipment leave said save life leave,others
1656,https://facebook.com/nytimes/posts/10152868967554999,first trial stemming jan attack capitol set begin month expected first time prosecutor publicly offer evidence allegation made score similar defendant government reveals trove evidence first jan trial,others
5124,https://facebook.com/nytimes/posts/10152215035564999,new york time opinion section epidemic turn exposed extent party state sickness writes geremie barm opinion china coronavirus crisis beginning,sad
5938,https://facebook.com/nytimes/posts/10152011816444999,prime minister benjamin netanyahu israel accused iran previously undisclosed deception nuclear ambition one week crucial israeli election could determine future israeli leader say iran hid nuclear weapon site,others
4997,https://facebook.com/nytimes/posts/10152225737134999,german may become infected chancellor angela merkel said news conference reverberated far beyond country warning provided stark contrast crimped pronouncement many world leader merkel give german hard truth coronavirus,others
2047,https://facebook.com/nytimes/posts/10152836860484999,supreme court monday refused block new york statewide requirement health care worker vaccinated coronavirus even cite religious objection,others
6940,https://facebook.com/nytimes/posts/10151787838569999,might grant funding career advancement even potential fame biasing researcher congratulation promotion science get demotion,others
7633,https://facebook.com/nytimes/posts/2171578886439014,reporting white supremacist tell u white identity america join live conversation nyt writer alan feuer sabrina tavernise discus reporting personal experience year violent rally charlottesville leave thought question comment rachel swarns nyt writer bring conversation subscribe race related newsletter,others
2697,https://facebook.com/nytimes/posts/10152714103289999,pandemic wind office reopen many boss saying collaboration benefit together evidence working person essential creativity researcher say new york time reader shared workplace experience join conversation,others
6791,https://facebook.com/nytimes/posts/10151839728674999,roger stone instagram post came day judge amy berman jackson ordered explain tell publishing book provides defense barely week issued gag order prohibiting making public statement roger stone face question whether violated gag order,others
5707,https://facebook.com/nytimes/posts/10152027194904999,new york time opinion section frank bruni writes president trump deserves impeached prospect terrifies terrify opinion trump impeachment terrify,others
8603,https://facebook.com/nytimes/posts/10151496922639999,new york time opinion section take nicholas kristof quiz find everyday product might causing harm opinion poison body,others
6936,https://facebook.com/nytimes/posts/10151787906414999,new york time opinion section rosie schaap writes knew exactly sort person would fly alone le new year eve opinion best new year eve party seat,others
3561,https://facebook.com/nytimes/posts/10152549986179999,number hospital full nearly full icu doubled since beginning october see bed filling,others
1958,https://facebook.com/nytimes/posts/10152839433924999,breaking news federal appeal court reinstated biden administration rule requiring many large company mandate vaccine weekly covid testing appeal court reinstates biden vaccine mandate large business,angry
7758,https://facebook.com/nytimes/posts/10151621904109999,major upset year old political newcomer alexandria ocasio cortez defeated joseph crowley new york seen possible democratic house speaker alexandria ocasio cortez defeat joseph crowley major democratic house upset,others
2937,https://facebook.com/nytimes/posts/10152704113294999,pandemic tzali reicher embarked project track every jew died coronavirus story hearing world stuck name holocaust survivor said brooklyn man set track every jew lost covid,others
6946,https://facebook.com/nytimes/posts/10151787575954999,judge said ruling go immediate effect many everyday american would otherwise face great uncertainty appeal obamacare ruled invalid federal judge remain effect appeal,others
6368,https://facebook.com/nytimes/posts/10151922046749999,fiat chrysler withdrew offer merge renault walking away deal would created new automotive giant fiat chrysler withdraws offer renault,others
4884,https://facebook.com/nytimes/posts/10152235165214999,new york million resident age total population boston san francisco combined coronavirus pandemic stretching gap system already pressure take care really isolated elder fight coronavirus alone,sad
7664,https://facebook.com/nytimes/posts/10151678889989999,facebook plagued disinformation post tell difference real post one designed fool spot deceptive facebook post,others
1186,https://facebook.com/nytimes/posts/10152873472659999,american olympian gold silver men slopestyle skiing alex hall nick goepper took top spot beijing winter olympics american take gold silver men slopestyle skiing,others
5282,https://facebook.com/nytimes/posts/10152131102224999,item left year germany deutsche bahn train platform central office employee deal never claimed secret afterlife lost german luggage,others
4524,https://facebook.com/nytimes/posts/10152362516104999,ebay employee mounted cyberstalking campaign including sending box live cockroach halloween mask bloody pig face couple ran online commerce newsletter according federal prosecutor ex ebay worker sent critic live roach mask bloody pig face say,angry
1374,https://facebook.com/nytimes/posts/10152871540174999,breaking news erin jackson gold woman meter speedskating race beijing winter olympics ending drought first african american woman medal sport,others
7641,https://facebook.com/nytimes/posts/10151680385424999,scientist found trace rhinovirus source common cold influenza virus half luggage tray tested surface tested airport airport security tray carry cold germ toilet study find,others
2388,https://facebook.com/nytimes/posts/10152780474639999,majority american disapproves supreme court decision allow ban abortion texas according new poll key aspect law allowing private citizen enforce overwhelmingly unpopular poll found american disagree supreme court decision texas abortion ban poll find,others
2316,https://facebook.com/nytimes/posts/10152783492709999,gilgamesh dream tablet return iraq mark end year odyssey stolen museum auctioned hobby lobby shown washington seized homeland security read,others
8372,https://facebook.com/nytimes/posts/10151515483864999,american spend lot health care may reason normally think health care expensive reason heard turn myth,angry
3289,https://facebook.com/nytimes/posts/10152629819879999,held american backyard one powerful black celebrity prince harry meghan interview oprah exposed gap american british dealing race historian said,others
5461,https://facebook.com/nytimes/posts/10152117349304999,indian space research organization tight lipped happened vikram moon lander crowdsourcing freely available image nasa revealed fate back story billion pixel search india crashed moon lander,others
5578,https://facebook.com/nytimes/posts/10152108597289999,particulate pollution air soared last month new delhi city struggle air quality throughout year compare air pollution london see city air quality compare others worldwide,others
3071,https://facebook.com/nytimes/posts/10152640085109999,tech columnist kevin roose trying something new auctioning column nfts nft proceeds donated new york time neediest case fund first nft time ever distributed could piece history writes could worthless buy column blockchain,others
7422,https://facebook.com/nytimes/posts/10151694316414999,new york time opinion section op ed columnist paul krugman writes steel user granted right import steel tariff free criterion exemption nobody know every reason believe political favoritism running wild opinion making tariff corrupt,angry
